Cell type,Gene
mDC,RAB3A
mDC,RAB7B
mDC,RAVER2
mDC,RBM44
mDC,RBPJ
mDC,RCC2
mDC,RHOBTB1
mDC,RHOXF1-AS1
mDC,RMI1
mDC,RND1
mDC,RNF2
mDC,RPE
mDC,RPS6KC1
mDC,RTN1
mDC,RUFY3
mDC,RYR1
mDC,S100A10
mDC,SAMHD1
mDC,SCAMP1
mDC,SCD
mDC,SCN1B
mDC,SCYL2
mDC,SDS
mDC,SDSL
mDC,SEPT3
mDC,SERTAD1
mDC,SEZ6L
mDC,SHTN1
mDC,SLAMF8
mDC,SLAMF9
mDC,SLC25A29
mDC,SLC25A33
mDC,SLC29A3
mDC,SNX7
mDC,SOCS6
mDC,SPATS2L
mDC,SPECC1
mDC,SPINT1
mDC,SPOP
mDC,SPPL3
mDC,ST18
mDC,STARD8
mDC,STEAP3
mDC,STK38L
mDC,STON2
mDC,TACSTD2
mDC,TBC1D12
mDC,TENM4
mDC,TIGAR
mDC,TMEM14C
mDC,TMEM86A
mDC,TMEM97
mDC,TNFSF15
mDC,TOMM34
mDC,TPI1
mDC,TPK1
mDC,TRIM36
mDC,TRPC6
mDC,TSPYL5
mDC,TST
mDC,TTC23
mDC,TTC8
mDC,TVP23A
mDC,TXNDC16
mDC,TYK2
mDC,UBTD2
mDC,UPK3A
mDC,VIM
mDC,VPS41
mDC,VSIG4
mDC,WDR41
mDC,XCR1
mDC,XYLB
mDC,YIF1B
mDC,YWHAE
mDC,ZBTB46
mDC,ZNF205
mDC,ZNF366
mDC,ZNF433
mDC,ZNF469
mDC,ZNF503
mDC,ZNF641
mDC,ZNF672
mDC,ZNF713
mDC,ZNF788
pDC,A1BG
pDC,AACS
pDC,ABCA6
pDC,ABHD15
pDC,ABHD6
pDC,ABI2
pDC,ABTB2
pDC,AC002128.1
pDC,AC002546.1
pDC,AC004408.2
pDC,AC004846.1
pDC,AC005072.1
pDC,AC005082.1
pDC,AC005224.3
pDC,AC005224.4
pDC,AC005307.1
pDC,AC005586.1
pDC,AC005726.2
pDC,AC005726.6
pDC,AC006978.1
pDC,AC007381.1
pDC,AC008014.1
pDC,AC008696.2
pDC,AC008740.1
pDC,AC008764.5
pDC,AC008764.6
pDC,AC008764.9
pDC,AC008957.1
pDC,AC009237.3
pDC,AC009533.1
pDC,AC009802.1
pDC,AC009948.1
pDC,AC009961.1
pDC,AC010809.1
pDC,AC011498.7
pDC,AC011893.1
pDC,AC012358.3
pDC,AC015712.2
pDC,AC023590.1
pDC,AC026271.1
pDC,AC026356.1
pDC,AC027031.2
pDC,AC034236.2
pDC,AC068282.1
pDC,AC069360.1
pDC,AC073115.1
pDC,AC073115.2
pDC,AC079795.1
pDC,AC087521.4
pDC,AC087749.2
pDC,AC090204.1
pDC,AC092117.2
pDC,AC092384.1
pDC,AC092384.2
pDC,AC092384.3
pDC,AC092723.1
pDC,AC092821.1
pDC,AC095057.3
pDC,AC097375.1
pDC,AC097637.2
pDC,AC097658.1
pDC,AC098613.1
pDC,AC099521.3
pDC,AC099568.2
pDC,AC103591.3
pDC,AC103810.3
pDC,AC104083.1
pDC,AC104819.3
pDC,AC108704.2
pDC,AC109326.1
pDC,AC110285.7
pDC,AC114956.2
pDC,AC119428.2
pDC,AC126696.1
pDC,AC127024.4
pDC,AC127024.5
pDC,AC127024.8
pDC,AC129507.1
pDC,AC131009.4
pDC,AC131212.2
pDC,AC131212.3
pDC,AC132812.1
pDC,AC138207.6
pDC,AC138356.1
pDC,AC141586.1
pDC,AC244197.2
pDC,AC245014.3
pDC,AC245884.6
pDC,ACOT7
pDC,ACOX3
pDC,ACSBG1
pDC,ACSL3
pDC,ACY3
pDC,ADA
pDC,ADAM33
pDC,ADAMTS4
pDC,ADAT3
pDC,ADGRA3
pDC,ADGRB3
pDC,ADGRG5
pDC,ADI1
pDC,ADPGK
pDC,AEBP1
pDC,AGPAT1
pDC,AHCY
pDC,AHI1
pDC,AHNAK2
pDC,AJAP1
pDC,AL022328.3
pDC,AL031595.3
pDC,AL033543.1
pDC,AL034417.4
pDC,AL035587.1
pDC,AL035681.1
pDC,AL035696.3
pDC,AL049840.4
pDC,AL096865.1
pDC,AL135925.1
pDC,AL136018.1
pDC,AL138756.1
pDC,AL138924.1
pDC,AL139125.1
pDC,AL162430.1
pDC,AL354751.2
pDC,AL354813.1
pDC,AL355075.5
pDC,AL355353.1
pDC,AL357060.2
pDC,AL357143.1
pDC,AL391863.1
pDC,AL445673.1
pDC,AL591846.1
pDC,AL928654.5
pDC,ALDH7A1
pDC,ALG1L2
pDC,ALG2
pDC,ALOX5AP
pDC,ANAPC11
pDC,ANKRD53
pDC,ANTXR2
pDC,AOX2P
pDC,AOX3P
pDC,AP001442.1
pDC,AP001453.1
pDC,AP001453.2
pDC,AP001453.3
pDC,AP002358.1
pDC,AP003774.1
pDC,AP3S1
pDC,APCDD1
pDC,APP
pDC,AR
pDC,ARF1
pDC,ARHGAP18
pDC,ARHGEF17
pDC,ARHGEF37
pDC,ARID3A
pDC,ARL5C
pDC,ARL6IP6
pDC,ARMC10
pDC,ARMC5
pDC,ARMCX1
pDC,ARMCX6
pDC,ARPP21
pDC,ASAP2
pDC,ASIP
pDC,ASPH
pDC,ATF5
pDC,ATG101
pDC,ATP13A2
pDC,ATP1A2
pDC,ATP5E
pDC,ATP6V1D
pDC,ATP6V1E1
pDC,AVEN
pDC,AXL
pDC,AZIN1
pDC,AZIN2
pDC,B3GALNT1
pDC,B4GALT1
pDC,BAG1
pDC,BAHCC1
pDC,BAIAP2
pDC,BAIAP2-AS1
pDC,BAIAP2L1
pDC,BCAT1
pDC,BCAT2
pDC,BCL11A
pDC,BCLAF3
pDC,BEND3P2
pDC,BEND6
pDC,BISPR
pDC,BLNK
pDC,BNIP3P41
pDC,BPTFP1
pDC,BRI3BP
pDC,BRK1
pDC,BSPRY
pDC,BST2
pDC,BTAF1
pDC,BTBD19
pDC,BTBD3
pDC,BVES
pDC,BYSL
pDC,C11orf74
pDC,C12orf45
pDC,C12orf75
pDC,C15orf52
pDC,C17orf113
pDC,C18orf8
pDC,C1orf109
pDC,C1orf186
pDC,C1orf43
pDC,C20orf194
pDC,C2orf81
pDC,C4BPB
pDC,C4orf36
pDC,C5orf34
pDC,C5orf64
pDC,C7orf31
pDC,C8orf88
pDC,C9orf64
pDC,CA8
pDC,CADM4
pDC,CAPG
pDC,CAPN15
pDC,CAPRIN1
pDC,CARD11
pDC,CAT
pDC,CBFA2T3
pDC,CBX6
pDC,CCDC102B
pDC,CCDC138
pDC,CCDC152
pDC,CCDC162P
pDC,CCDC183
pDC,CCDC183-AS1
pDC,CCDC186
pDC,CCDC189
pDC,CCDC47
pDC,CCDC50
pDC,CCDC69
pDC,CCDC88A
pDC,CCR2
pDC,CD164
pDC,CD2AP
pDC,CD3EAP
pDC,CDH1
pDC,CDHR5
pDC,CDK2AP2
pDC,CDYL
pDC,CENPO
pDC,CERS6
pDC,CETN2
pDC,CETP
pDC,CHAF1A
pDC,CHAMP1
pDC,CHD1L
pDC,CHD9
pDC,CHPF2
pDC,CHRAC1
pDC,CIB2
pDC,CKS2
pDC,CLASP2
pDC,CLCN5
pDC,CLDN23
pDC,CLEC4C
pDC,CLIC3
pDC,CLN8
pDC,CLPTM1
pDC,CLTC
pDC,CMKLR1
pDC,CMTM3
pDC,CNDP2
pDC,CNP
pDC,CNPY3
pDC,CNTROB
pDC,COBL
pDC,COL24A1
pDC,COMMD6
pDC,COMT
pDC,CORO1C
pDC,CPED1
pDC,CRIM1
pDC,CRISPLD1
pDC,CRYBG3
pDC,CRYM
pDC,CRYM-AS1
pDC,CSNK1E
pDC,CSRP2
pDC,CTNS
pDC,CTPS1
pDC,CTSB
pDC,CTSC
pDC,CTSV
pDC,CU639417.2
pDC,CUEDC1
pDC,CUL4B
pDC,CUX2
pDC,CXCR3
pDC,CXorf21
pDC,CXorf40A
pDC,CYB561A3
pDC,CYP46A1
pDC,CYTH4
pDC,CYYR1
pDC,DAAM1
pDC,DAB2
pDC,DACH1
pDC,DAP
pDC,DBF4B
pDC,DBNDD2
pDC,DBNL
pDC,DCAF6
pDC,DCK
pDC,DCLK2
pDC,DDAH2
pDC,DDT
pDC,DECR2
pDC,DEDD
pDC,DFNB59
pDC,DHTKD1
pDC,DISP2
pDC,DLGAP3
pDC,DNAJA1
pDC,DNAJC12
pDC,DNAJC4
pDC,DNAJC7
pDC,DNASE1L3
pDC,DNER
pDC,DNM2
pDC,DOCK1
pDC,DPPA4
pDC,DPY19L1P1
pDC,DR1
pDC,DRD4
pDC,DSG2
pDC,DSN1
pDC,DTWD1
pDC,DTX2
pDC,DTX2P1
pDC,DUSP5
pDC,DYRK3
pDC,E2F7
pDC,ECHDC1
pDC,EEF2K
pDC,EFCAB2
pDC,EGLN3
pDC,EIF4A3
pDC,EIF4EBP3
pDC,EIF4ENIF1
pDC,ELMSAN1
pDC,ELOC
pDC,EMC7
pDC,EMILIN1
pDC,ENDOG
pDC,ENKD1
pDC,ENPP2
pDC,ENTPD3
pDC,ENTPD7
pDC,EP400NL
pDC,EPB41L1
pDC,EPDR1
pDC,EPHA2
pDC,EPHB1
pDC,EPS8L1
pDC,EPS8L2
pDC,ERCC1
pDC,ERLIN2
pDC,ERN1
pDC,ERO1B
pDC,ERP29
pDC,ESD
pDC,ETV2
pDC,EWSAT1
pDC,EXTL3-AS1
pDC,FAAH
pDC,FABP5
pDC,FAM129C
pDC,FAM160A1
pDC,FAM196A
pDC,FAM213A
pDC,FAM221B
pDC,FAM53A
pDC,FAM60A
pDC,FAM81A
pDC,FAM86HP
pDC,FBXO16
pDC,FCHSD2
pDC,FECH
pDC,FERMT3
pDC,FEZ2
pDC,FIP1L1
pDC,FLNB
pDC,FLNB-AS1
pDC,FMNL3
pDC,FNBP1L
pDC,FOXRED2
pDC,FSTL1
pDC,FTCDNL1
pDC,FUNDC1
pDC,FUT7
pDC,FZD3
pDC,G6PC3
pDC,GALK1
pDC,GALNT3
pDC,GAPT
pDC,GARNL3
pDC,GAS6
pDC,GGA3
pDC,GHRLOS
pDC,GINS3
pDC,GLCE
pDC,GLDN
pDC,GLO1
pDC,GMPR
pDC,GNA11
pDC,GNA15
pDC,GNAS
pDC,GNB1
pDC,GNMT
pDC,GOT1
pDC,GPATCH11
pDC,GPM6B
pDC,GPN3
pDC,GPR39
pDC,GPRC5C
pDC,GPX1
pDC,GPX1P1
pDC,GRAMD1B
pDC,GRAMD2B
pDC,GRSF1
pDC,GSEC
pDC,GSN-AS1
pDC,GUCY1A3
pDC,GUCY2D
pDC,GXYLT2
pDC,GZMB
pDC,HCCS
pDC,HDAC2
pDC,HDAC2-AS2
pDC,HDGFL2
pDC,HERPUD1
pDC,HESX1
pDC,HHAT
pDC,HHIP-AS1
pDC,HIGD1A
pDC,HINT2
pDC,HIST1H2AE
pDC,HIST1H3E
pDC,HMGA1
pDC,HMSD
pDC,HNRNPAB
pDC,HS3ST3B1
pDC,HS6ST1
pDC,HSD17B12
pDC,HSPG2
pDC,HTR3A
pDC,IDH3A
pDC,IFNAR2
pDC,IFNLR1
pDC,IFT81
pDC,IGFBP3
pDC,IGFLR1
pDC,IGHJ2P
pDC,IGKJ1
pDC,IGSF10
pDC,IL18R1
pDC,IMPACT
pDC,INO80C
pDC,INTS12
pDC,INTS6
pDC,IQCE
pDC,IRF2BP2
pDC,IRF2BPL
pDC,IRF7
pDC,IRF8
pDC,ITCH
pDC,ITGB4
pDC,ITM2C
pDC,ITPR2
pDC,IVD
pDC,JAZF1
pDC,JKAMP
pDC,JTB
pDC,KANK1
pDC,KCNA5
pDC,KCNAB1
pDC,KCNG2
pDC,KCNK1
pDC,KCNK10
pDC,KCNK17
pDC,KCTD19
pDC,KCTD5
pDC,KDM3B
pDC,KIAA0100
pDC,KIAA0895L
pDC,KIF17
pDC,KIF26B
pDC,KIF5B
pDC,KIRREL3
pDC,KLF16
pDC,KLHL13
pDC,KLHL23
pDC,KLHL33
pDC,KLRF2
pDC,KPNA2P3
pDC,KPTN
pDC,KRBA1
pDC,KRT5
pDC,KRT8P5
pDC,LAD1
pDC,LAIR1
pDC,LAMP5
pDC,LCN12
pDC,LCT
pDC,LDLRAD2
pDC,LGMN
pDC,LHFPL2
pDC,LILRA4
pDC,LILRB4
pDC,LINC00294
pDC,LINC00475
pDC,LINC00863
pDC,LINC00865
pDC,LINC00885
pDC,LINC00893
pDC,LINC00987
pDC,LINC00996
pDC,LINC01122
pDC,LINC01140
pDC,LINC01163
pDC,LINC01176
pDC,LINC01225
pDC,LINC01226
pDC,LINC01252
pDC,LINC01375
pDC,LINC01478
pDC,LINC01684
pDC,LINC01724
pDC,LINC02099
pDC,LINC02132
pDC,LINC02207
pDC,LMNB2
pDC,LOXL4
pDC,LRCOL1
pDC,LRFN4
pDC,LRP5
pDC,LRP8
pDC,LRR1
pDC,LRRC26
pDC,LRRC34
pDC,LRRC36
pDC,LRRC37A3
pDC,LRRC42
pDC,LRRK1
pDC,LTK
pDC,LTV1
pDC,LYPLA1
pDC,MAD2L2
pDC,MAFK
pDC,MAG
pDC,MAGED1
pDC,MAGIX
pDC,MALRD1
pDC,MAN2A2
pDC,MAN2B1
pDC,MANBAL
pDC,MAP1A
pDC,MAP2K1
pDC,MAP2K6
pDC,MAPKAPK2
pDC,MARCH2
pDC,MB21D1
pDC,MCC
pDC,MCOLN2
pDC,MED12L
pDC,MED20
pDC,MEF2D
pDC,MEIS1
pDC,MFSD12
pDC,MFSD2A
pDC,MGLL
pDC,MGST2
pDC,MICAL1
pDC,MIF4GD
pDC,MIIP
pDC,MILR1
pDC,MIR4432HG
pDC,MIR9-3HG
pDC,MKKS
pDC,MLLT1
pDC,MMP11
pDC,MMP15
pDC,MMRN1
pDC,MNAT1
pDC,MOB1B
pDC,MORF4L2
pDC,MPIG6B
pDC,MPPED2
pDC,MREG
pDC,MROH8
pDC,MRPL36
pDC,MRPS18AP1
pDC,MRPS31P4
pDC,MRPS31P5
pDC,MSRB3
pDC,MTCL1
pDC,MTMR1
pDC,MTURN
pDC,MYB
pDC,MYBPH
pDC,MYCBP
pDC,MYCL
pDC,MYLK
pDC,MYMX
pDC,MYO15B
pDC,MYO18A
pDC,MYO1E
pDC,MYO9A
pDC,N4BP2
pDC,N4BP2L1
pDC,NANOG
pDC,NANOS1
pDC,NAPA
pDC,NAPSB
pDC,NAT14
pDC,NAT8L
pDC,NCLN
pDC,NDN
pDC,NDRG1
pDC,NDST2
pDC,NDUFA7
pDC,NDUFAF1
pDC,NDUFV2
pDC,NECAB1
pDC,NECTIN1
pDC,NEDD8
pDC,NFKBIL1
pDC,NGFR
pDC,NGLY1
pDC,NHLRC4
pDC,NHP2
pDC,NIPA1
pDC,NIPA2
pDC,NLRP7
pDC,NME4
pDC,NME8
pDC,NMT1
pDC,NOTCH3
pDC,NOTCH4
pDC,NPC1
pDC,NPC2
pDC,NPM1P25
pDC,NRP1
pDC,NTM
pDC,NUCB2
pDC,NUDT1
pDC,NUDT12
pDC,NUDT17
pDC,NUDT22
pDC,NUPL2
pDC,NUS1
pDC,OBSL1
pDC,OFD1
pDC,OPHN1
pDC,OPN3
pDC,OR2C3
pDC,OR3A3
pDC,ORMDL2
pDC,OS9
pDC,OSBPL1A
pDC,OTOA
pDC,OXGR1
pDC,P2RY14
pDC,P2RY6
pDC,P3H2
pDC,PACS2
pDC,PACSIN1
pDC,PAFAH2
pDC,PAIP1
pDC,PALD1
pDC,PAPLN
pDC,PARK7
pDC,PARP10
pDC,PARVB
pDC,PBX3
pDC,PCDHGA12
pDC,PCDHGC3
pDC,PCSK4
pDC,PDCD2L
pDC,PDPK1
pDC,PDPK2P
pDC,PDXP
pDC,PDZRN3
pDC,PFDN2
pDC,PFKFB2
pDC,PGBD1
pDC,PHACTR1
pDC,PHB
pDC,PHEX
pDC,PHF23
pDC,PHYHD1
pDC,PHYKPL
pDC,PI4KA
pDC,PIGN
pDC,PIGS
pDC,PINLYP
pDC,PIP5K1A
pDC,PIP5KL1
pDC,PLA2G16
pDC,PLAC8
pDC,PLAU
pDC,PLCB3
pDC,PLCB4
pDC,PLD4
pDC,PLEK
pDC,PLEKHG4B
pDC,PLP2
pDC,PLPP1
pDC,PLS3
pDC,PLTP
pDC,PLVAP
pDC,PLXNA4
pDC,PMEPA1
pDC,PMF1
pDC,PMP22
pDC,PMS2P9
pDC,POLB
pDC,POMGNT1
pDC,POMT2
pDC,PPARA
pDC,PPM1G
pDC,PPM1J
pDC,PPP1R10
pDC,PPP1R14B
pDC,PPP2CB
pDC,PPP6R1
pDC,PPT2
pDC,PQLC1
pDC,PQLC2
pDC,PRKD1
pDC,PRKRA
pDC,PRMT7
pDC,PROB1
pDC,PROC
pDC,PROSER2
pDC,PSMA6
pDC,PSMB5
pDC,PSMC3IP
pDC,PSMD9
pDC,PTCH2
pDC,PTCRA
pDC,PTGDS
pDC,PTGES3L
pDC,PTGR1
pDC,PTK7
pDC,PTMS
pDC,PTPMT1
pDC,PTPRE
pDC,PTPRS
pDC,PTS
pDC,PXDN
pDC,PXMP2
pDC,QDPR
pDC,R3HDM1
pDC,RAB11B-AS1
pDC,RAB13
pDC,RAB15
pDC,RAB23
pDC,RAB38
pDC,RAB40B
pDC,RAB4B
pDC,RABGAP1L
pDC,RABGAP1L-IT1
pDC,RAD51AP1
pDC,RAP1GDS1
pDC,RASA4
pDC,RASA4B
pDC,RASD1
pDC,RASSF8
pDC,RASSF8-AS1
pDC,RBPMS
pDC,RBX1
pDC,RCAN1
pDC,REC8
pDC,RECQL5
pDC,REPIN1
pDC,RET
pDC,RGS7
pDC,RHEB
pDC,RILP
pDC,RIMS3
pDC,RIOX2
pDC,RIPOR1
pDC,RN7SL2
pDC,RNASE1
pDC,RNASE6
pDC,RNF11
pDC,RNF121
pDC,RNF122
pDC,RNF5
pDC,RNU1-1
pDC,RNU2-63P
pDC,RNU4ATAC
pDC,RNU5A-1
pDC,RNU5D-1
pDC,RNU5F-1
pDC,RNVU1-15
pDC,RNVU1-19
pDC,RNVU1-4
pDC,RNVU1-6
pDC,RPH3AL
pDC,RPL13AP5
pDC,RPL5P23
pDC,RPP25
pDC,RPS6KA2
pDC,RPS6KA4
pDC,RPS6KL1
pDC,RPSAP36
pDC,RRAGC
pDC,RRBP1
pDC,RREB1
pDC,RSPH1
pDC,RTKN
pDC,RUBCN
pDC,RUFY4
pDC,RUNX2
pDC,RYR3
pDC,S100A13
pDC,SAP130
pDC,SAP30BP
pDC,SCAMP4
pDC,SCAMP5
pDC,SCARA5
pDC,SCARB1
pDC,SCARB2
pDC,SCHIP1
pDC,SCMH1
pDC,SCML2
pDC,SCN9A
pDC,SCNM1
pDC,SCRN3
pDC,SCT
pDC,SCYL3
pDC,SDHAF3
pDC,SEC61A2
pDC,SEC61B
pDC,SELENOF
pDC,SELENOS
pDC,SEMA3C
pDC,SENP2
pDC,SEPHS1
pDC,SEPT11
pDC,SEPT2
pDC,SERHL2
pDC,SERPIND1
pDC,SERPINF1
pDC,SERPINF2
pDC,SERPINI2
pDC,SFT2D1
pDC,SFT2D2
pDC,SGK494
pDC,SH3BGR
pDC,SH3BP4
pDC,SH3D19
pDC,SH3TC1
pDC,SHD
pDC,SIDT1
pDC,SIGLEC6
pDC,SIVA1
pDC,SLA2
pDC,SLC12A2
pDC,SLC12A3
pDC,SLC15A4
pDC,SLC18A2
pDC,SLC1A5
pDC,SLC20A1
pDC,SLC23A1
pDC,SLC23A2
pDC,SLC25A19
pDC,SLC25A30
pDC,SLC29A1
pDC,SLC2A1
pDC,SLC2A8
pDC,SLC30A5
pDC,SLC30A8
pDC,SLC35A2
pDC,SLC35C2
pDC,SLC35F3
pDC,SLC37A1
pDC,SLC38A2
pDC,SLC39A4
pDC,SLC39A6
pDC,SLC3A2
pDC,SLC41A2
pDC,SLC43A3
pDC,SLC47A1
pDC,SLC4A2
pDC,SLC4A3
pDC,SLC4A5
pDC,SLC7A11
pDC,SLC7A5
pDC,SLC8A1-AS1
pDC,SLC9C2
pDC,SLFN11
pDC,SLIT1
pDC,SLITRK5
pDC,SLX4IP
pDC,SMARCAL1
pDC,SMG7
pDC,SMIM3
pDC,SMIM5
pDC,SMIM6
pDC,SMOC1
pDC,SMPD3
pDC,SNAI1
pDC,SNCA
pDC,SND1-IT1
pDC,SNORA75
pDC,SNORD3B-1
pDC,SNORD3C
pDC,SNRNP25
pDC,SNTA1
pDC,SNX9
pDC,SOGA1
pDC,SOX4
pDC,SPATA24
pDC,SPDYE18
pDC,SPHK1
pDC,SPIB
pDC,SPINT2
pDC,SPNS3
pDC,SPRED2
pDC,SRD5A3
pDC,SRGAP2
pDC,SRP14
pDC,SRPX
pDC,ST14
pDC,ST3GAL2
pDC,ST3GAL4
pDC,ST6GALNAC4
pDC,STAP2
pDC,STARD13
pDC,STARD4-AS1
pDC,STK11IP
pDC,STK32B
pDC,STMN1
pDC,STOX1
pDC,STX18
pDC,STXBP6
pDC,SULF2
pDC,SUMO3
pDC,SUPT5H
pDC,SUSD1
pDC,SUZ12P1
pDC,SYCP2L
pDC,SYS1
pDC,TACC1
pDC,TARBP1
pDC,TASP1
pDC,TATDN3
pDC,TAX1BP3
pDC,TBC1D32
pDC,TBC1D7
pDC,TBL1XR1
pDC,TBX19
pDC,TCEAL9
pDC,TCF4
pDC,TCP11L1
pDC,TDRD1
pDC,TDRD3
pDC,TEKT4P2
pDC,TEP1
pDC,TEX2
pDC,TFPI
pDC,TGFBI
pDC,TIAF1
pDC,TIFAB
pDC,TIMM13
pDC,TLCD1
pDC,TLR7
pDC,TLR9
pDC,TM7SF2
pDC,TM7SF3
pDC,TM9SF1
pDC,TM9SF2
pDC,TM9SF3
pDC,TMED10
pDC,TMEM109
pDC,TMEM129
pDC,TMEM132B
pDC,TMEM136
pDC,TMEM141
pDC,TMEM144
pDC,TMEM17
pDC,TMEM179B
pDC,TMEM19
pDC,TMEM201
pDC,TMEM206
pDC,TMEM221
pDC,TMEM268
pDC,TMEM38B
pDC,TMEM39B
pDC,TMEM53
pDC,TMEM8B
pDC,TMPRSS13
pDC,TMX1
pDC,TMX3
pDC,TNFRSF11B
pDC,TNFRSF21
pDC,TNFRSF6B
pDC,TNFSF4
pDC,TNNI2
pDC,TOMM40L
pDC,TOR1AIP1
pDC,TOX4
pDC,TP53I11
pDC,TP53I13
pDC,TPM2
pDC,TRAF4
pDC,TRAPPC12
pDC,TRAPPC8
pDC,TRIM5
pDC,TRIP10
pDC,TRIP6
pDC,TRIT1
pDC,TRO
pDC,TRPM2
pDC,TSC22D1
pDC,TSPAN1
pDC,TSPAN13
pDC,TSPAN31
pDC,TTC24
pDC,TTC28
pDC,TTC39A
pDC,TTC41P
pDC,TTC7A
pDC,TTYH2
pDC,TUBB6
pDC,TUBG1
pDC,TUBGCP3
pDC,TULP2
pDC,TUSC1
pDC,TWSG1
pDC,TXN
pDC,U47924.2
pDC,UBE2E2
pDC,UBE2E3
pDC,UBE2M
pDC,UBL7
pDC,UBXN6
pDC,UCHL3
pDC,UCK2
pDC,UCP2
pDC,UGCG
pDC,ULK1
pDC,UNC93B1
pDC,USF2
pDC,USP24
pDC,USP40
pDC,VAMP8
pDC,VASH1
pDC,VASH2
pDC,VEGFB
pDC,VEZF1
pDC,VIPR2
pDC,VKORC1L1
pDC,VLDLR
pDC,WASF1
pDC,WDFY2
pDC,WDR47
pDC,WDR64
pDC,WDR66
pDC,WDR83
pDC,WNT10A
pDC,WRB
pDC,XPNPEP1
pDC,XXYLT1
pDC,XXYLT1-AS2
pDC,Z93241.1
pDC,Z98882.1
pDC,ZAN
pDC,ZBTB10
pDC,ZBTB33
pDC,ZDHHC12
pDC,ZDHHC14
pDC,ZDHHC17
pDC,ZDHHC4
pDC,ZDHHC9
pDC,ZFAT
pDC,ZFAT-AS1
pDC,ZFYVE26
pDC,ZKSCAN4
pDC,ZMPSTE24
pDC,ZMYM2
pDC,ZNF175
pDC,ZNF192P1
pDC,ZNF321P
pDC,ZNF334
pDC,ZNF385C
pDC,ZNF521
pDC,ZNF555
pDC,ZNF556
pDC,ZNF589
pDC,ZNF618
pDC,ZNF70
pDC,ZNF775
pDC,ZNF789
pDC,ZNF852
pDC,ZNRF2
pDC,ZNRF2P1
pDC,ZP1
pDC,ZSCAN16
pDC,ZSCAN5A
Neu,AATK
Neu,ABHD2
Neu,ABHD4
Neu,ABHD5
Neu,AC002467.1
Neu,AC002511.1
Neu,AC004069.1
Neu,AC004241.1
Neu,AC004241.5
Neu,AC006942.1
Neu,AC007342.3
Neu,AC007611.1
Neu,AC009506.1
Neu,AC010173.1
Neu,AC010894.3
Neu,AC011472.2
Neu,AC012645.1
Neu,AC015912.3
Neu,AC018904.2
Neu,AC019254.1
Neu,AC020636.1
Neu,AC022217.3
Neu,AC023157.3
Neu,AC024267.3
Neu,AC025682.1
Neu,AC026333.3
Neu,AC066616.2
Neu,AC073172.1
Neu,AC079630.1
Neu,AC080023.1
Neu,AC083799.1
Neu,AC083862.2
Neu,AC092746.1
Neu,AC093330.2
Neu,AC096921.2
Neu,AC099343.3
Neu,AC105749.1
Neu,AC106774.10
Neu,AC107959.3
Neu,AC109322.1
Neu,AC135050.5
Neu,AC145098.1
Neu,AC243960.3
Neu,AC245128.3
Neu,ADAR
Neu,ADARB2
Neu,ADGRE5
Neu,ADIPOR1
Neu,ADM
Neu,AGAP10P
Neu,AGAP14
Neu,AL008635.1
Neu,AL008729.1
Neu,AL034397.3
Neu,AL121956.1
Neu,AL157402.2
Neu,AL162742.1
Neu,AL355490.1
Neu,AL355916.1
Neu,AL356235.1
Neu,AL356488.3
Neu,AL359265.3
Neu,AL391069.2
Neu,ALDH1A2
Neu,ALPL
Neu,AMACR
Neu,AMD1
Neu,AMPD2
Neu,ANAPC13
Neu,ANKRD13A
Neu,ANKUB1
Neu,ANP32A
Neu,AP001922.3
Neu,AP1M2
Neu,APOL2
Neu,AQP9
Neu,ARFIP1
Neu,ARHGAP19
Neu,ARHGAP25
Neu,ARPC5
Neu,ARRB2
Neu,ASPRV1
Neu,ATF6
Neu,ATP6V0B
Neu,ATP6V0E1
Neu,ATP6V1A
Neu,ATP6V1B2
Neu,ATXN7L3
Neu,AVL9
Neu,AZU1
Neu,B2M
Neu,B3GNT5
Neu,B4GALT5
Neu,B9D2
Neu,BACH1
Neu,BASP1
Neu,BCL2A1
Neu,BCL3
Neu,BCL6
Neu,BPI
Neu,BTG2
Neu,BTN2A1
Neu,BTNL8
Neu,BUD31
Neu,C15orf39
Neu,C16orf54
Neu,C16orf72
Neu,C17orf107
Neu,C18orf32
Neu,C20orf24
Neu,C4BPA
Neu,C5AR1
Neu,CAMP
Neu,CANT1
Neu,CASP4
Neu,CASS4
Neu,CASTOR2
Neu,CATIP
Neu,CATIP-AS1
Neu,CBL
Neu,CCDC71L
Neu,CCL3L3
Neu,CCNDBP1
Neu,CCR1
Neu,CCR3
Neu,CD274
Neu,CD53
Neu,CD55
Neu,CDC123
Neu,CDK19
Neu,CDKL5
Neu,CDS2
Neu,CEACAM1
Neu,CEACAM6
Neu,CEACAM8
Neu,CEBPD
Neu,CENPBD1P1
Neu,CEP19
Neu,CFAP45
Neu,CFAP58-AS1
Neu,CHIC2
Neu,CHIT1
Neu,CHMP2A
Neu,CHMP3
Neu,CHMP5
Neu,CHST11
Neu,CKLF
Neu,CLC
Neu,CLEC2B
Neu,CLEC4E
Neu,CLIC1
Neu,CMPK2
Neu,CMTM2
Neu,CMTM6
Neu,COQ10B
Neu,CPEB4
Neu,CPPED1
Neu,CSF2RB
Neu,CSF2RBP1
Neu,CSRNP1
Neu,CTBS
Neu,CTDSP2
Neu,CXCL1
Neu,CXCL6
Neu,CXCL8
